S.no,Name,Youtuber,Country,Subscribers,Category_2,avgViews,avgLikes,avgComments,Category_3
786,Star Casablanca | نجوم الدار البيضاء,Star Casablanca | نجوم الدار البيضاء,Iraq,11400000,Music & Dance,13700,594,35,
787,Kendrick Lamar,Kendrick Lamar,United States,11400000,,0,0,0,
788,Vlad and Niki PRT,Vlad and Niki PRT,,11400000,,586900,0,0,
789,Ya - Alisa,Ya - Alisa,,11300000,,3400,25,0,
790,The Viral Fever,TheViralFeverVideos,India,11300000,Movies,312300,28900,476,Humor
791,AlArabiya العربية,AlArabiya,Algeria,11300000,News & Politics,2600,50,9,
792,Danny Fitt,Danny Fitt,Mexico,11300000,,711100,62700,289,
793,ToysPlay,ToysPlay,,11300000,Animation,118300,1200,0,Toys
794,BakLol Video,BakLol Video,India,11300000,Movies,935200,15000,915,Humor
795,Avocado Couple I Crazy Comics,Avocado Couple I Crazy Comics,United States,11300000,,138200,1200,53,
796,Fortnite,epicfortnite,United States,11200000,Movies,169300,8400,343,Video games
797,Genius,RapGeniusVideo,United States,11200000,Music & Dance,43600,2700,132,Movies
798,The Film Theorists,FilmTheorists,United States,11200000,Movies,2500000,156600,7400,
799,Cut,watchcut,United States,11200000,Humor,532500,12700,688,
800,"Sen, Momo, Ai & Shii's Channel",oyabakatousan,Japan,11200000,Daily vlogs,85000,220,2,
801,Morphle TV,Morphle TV,,11200000,Animation,190400,0,0,Toys
802,bharatzkitchen HINDI,bharatzkitchen HINDI,India,11200000,,257600,6900,241,
803,Magic Five,Magic Five,Russia,11200000,Travel,460500,27400,2500,
804,Flowers Comedy,Flowers Comedy,India,11200000,,91700,1300,118,
805,Acenix,Acenix,Mexico,11200000,Video games,0,0,0,
806,Pari's Lifestyle,Pari's Lifestyle,India,11200000,Daily vlogs,1100000,14000,331,
807,HellomaphieMX,HellomaphieMX,Mexico,11200000,,718900,45300,123,
808,Mo Vlogs,Mo Vlogs,India,11200000,Humor,337500,14700,2000,Autos & Vehicles
809,Inside Edition,cbstvdinsideedition,United States,11200000,News & Politics,179300,4600,645,
810,Virgínia Fonseca,Virgínia Fonseca,Brazil,11200000,Movies,528200,40700,760,Humor
811,Flamingo,Flamingo,United States,11200000,Animation,2200000,70500,9500,Video games
812,Taylor RS,Taylor RS,United States,11200000,,75700,1600,5,
813,Tyga,TygaTygaTV,United States,11200000,Music & Dance,9000000,288500,7000,
814,Comedy Central,comedycentral,United States,11200000,Movies,35500,1100,48,Humor
815,Chotoonz TV - Funny Cartoons for Kids,chotoonz,,11200000,,36300,0,0,
816,Viih Tube,viihtubeoficial,Brazil,11100000,,78900,2800,104,
817,OGGY,OGGY,,11100000,,297300,2600,0,
818,DemolitionRanch,DemolitionRanch,United States,11000000,Video games,1600000,75900,8800,
819,Barbie,barbie,,11000000,,158700,1100,0,
820,핑크퐁 (인기 동요・동화),pinkfongko,Algeria,11000000,Education,55400,140,0,
821,ExplosmEntertainment,ExplosmEntertainment,United States,11000000,Movies,278700,18400,235,Animation
822,Coisa de Nerd,coisadenerd,Brazil,11000000,Design/art,588300,70800,1200,
823,Hueva,XHuevaX,Mexico,11000000,Video games,656900,16300,407,
824,Emily Tube,Emily Tube,,11000000,Animation,75400,14,0,Toys
825,TrapMusicHDTV,TrapMusicHDTV,United States,11000000,,0,0,0,
826,Oum Walid,Oum Walid,Algeria,11000000,Education,308900,19200,1500,
827,Levinho,Levinho,India,11000000,,225200,20300,592,
828,TWO SIDE GAMERS,TWO SIDE GAMERS,India,11000000,,724200,58800,3300,
829,IShowSpeed,IShowSpeed,United States,11000000,Video games,1800000,73000,3500,Humor
830,RS 1313 SHORTS,RS 1313 SHORTS,India,11000000,,253300,13000,28,
831,JP Plays,jpgameplayfull,Brazil,11000000,Video games,190500,8900,132,
832,Telugu Filmnagar,telugufilmnagar,India,11000000,,3500,61,2,
833,Kênh Thiếu Nhi - BHMEDIA,doctruyencotich,United States,11000000,Music & Dance,17000,62,0,Animation
834,Rachit Rojha,Rachit Rojha,India,11000000,,5200000,108200,5500,
835,BIBO и Игрушки,BIBO и Игрушки,,11000000,Animation,0,0,0,Toys
836,HikakinTV,HikakinTV,Japan,11000000,Music & Dance,2800000,73900,5100,Humor
837,Slogo,Slogomanify,United States,11000000,Video games,377400,13700,590,
838,SagaHits,sagahits,India,10900000,Music & Dance,28100,1300,84,
839,Games EduUu,GamesEduUu,Brazil,10900000,Movies,1500000,190500,5000,Toys
840,OYUNCAKOYNUYORUM,OYUNCAKOYNUYORUM,,10900000,,198000,850,0,
841,NEXT9NEWS हर खबर आप तक,NEXT9NEWS हर खबर आप तक,India,10900000,News & Politics,5000,37,2,
842,Juanpa Zurita,Juanpa Zurita,Mexico,10900000,,454600,28200,883,
843,Jessica Jane,Jessica Jane,Indonesia,10900000,Food & Drinks,1200000,39300,861,
844,AlJazeera Channel قناة الجزيرة,aljazeerachannel,Morocco,10900000,News & Politics,7800,112,35,
845,Mundo Bita,mrplotvideos,,10900000,Music & Dance,203400,876,0,Movies
846,Dobre Brothers,Dobre Brothers,United States,10900000,Movies,457900,18500,409,Humor
847,Vox,Vox,United States,10800000,News & Politics,334600,14200,544,
848,Miranda Sings,mirandasings08,United States,10800000,Movies,246500,11200,818,Humor
849,قناة وناسة -  Wanasah TV,قناة وناسة -  Wanasah TV,,10800000,Music & Dance,2000000,11200,0,
850,Experienced Mojaraba TV,Experienced Mojaraba TV,United States,10800000,Health & Self Help,22200,581,9,Food & Drinks
851,Pen Multiplex,Pen Multiplex,India,10800000,,8000,69,4,
852,Videogyan Nursery Rhymes - Kids Songs & Cartoons,videogyan,,10800000,Animation,39200,158,0,
853,Troom Troom Arabic,Troom Troom Arabic,Egypt,10800000,,306600,6000,264,
854,Zee Tamil,zeetamil,India,10800000,,12800,164,2,
855,Milena Stepanienco - MILENINHA,Milena Stepanienco - MILENINHA,Brazil,10800000,Movies,1700000,10600,0,Animation
856,Wamindia Movies,WAMIndiaMovies,India,10800000,,157800,2500,46,
857,Golemcito Games,Golemcito Games,Peru,10800000,Movies,1500000,174100,3600,Animation
858,Deji,ComedyShortsGamer,United Kingdom,10800000,Animation,2300000,278800,18100,Humor
859,BE AMAZED,BE AMAZED,United States,10800000,Education,408600,10300,650,
860,Heidi y Zidane en español,Heidi y Zidane en español,,10800000,Daily vlogs,250700,1100,0,
861,Captain Watch Hits,Captain Watch Hits,India,10800000,,11200,75,3,
862,Nirahua Music World,NirahuaMusic,India,10700000,,893600,17400,626,
863,Ceylin - H Official,Ceylin - H Official,Turkey,10700000,Music & Dance,12800,0,0,
864,RDC Gujarati,RDCGujarati,India,10700000,Music & Dance,14400,417,18,
865,Primitive Technology,Primitive Technology,United States,10700000,DIY & Life Hacks,0,0,0,
866,Goldmines Housefull,Goldmines Housefull,,10700000,,12200,0,0,
867,HISTORY,historychannel,United States,10700000,Movies,189100,4000,392,
868,Zee Kids,zeeqindia,,10700000,,10400,75,0,
869,СТС,ctctv,Russia,10700000,Video games,178600,1300,41,Humor
870,stampylonghead,stampylonghead,United States,10700000,Video games,119200,6100,1200,
871,Kids smile TV,Kids smile TV,,10700000,Movies,268900,0,0,Toys
872,KiKiDo,KiKiDo,Russia,10700000,Video games,3800000,72400,6400,Humor
873,ChuChuTV Hindi,ChuChuTV Hindi,,10600000,Education,168500,1200,0,
874,Jesse,PrankvsPrank,United States,10600000,Music & Dance,49000,2000,325,Humor
875,Caso Cerrado,Caso Cerrado,Mexico,10600000,Animation,562100,5200,177,
876,Franciny Ehlke,francinyehlke,Brazil,10600000,Fashion,876200,96500,1700,Design/art
877,Red Bull,redbull,United States,10600000,Sports,290200,7300,240,
878,Rathore Cassettes,rathorvideo,India,10600000,,8400,120,9,
879,Chill Nation,ChillStepNation,United States,10600000,Music & Dance,35500,914,38,
880,GoPro,GoProCamera,United States,10600000,Sports,52900,2100,71,
881,TikTak Draw,TikTak Draw,Mexico,10600000,Animation,107500,6600,321,
882,Gustavo Paródias,MrGustavoParodias,Brazil,10600000,,198600,20900,56,
883,Google,Google,United States,10600000,,5500,105,12,
884,Cong TV,lincolnvelasquez,Philippines,10600000,,3000000,180300,5100,
885,AdamThomasMoran,AdamThomasMoran,Russia,10600000,Video games,577900,46800,2300,Humor
886,Joe HaTTab,Joe HaTTab,Somalia,10600000,Movies,2000000,123700,4400,
887,Peppa Pig Hindi,Peppa Pig Hindi,,10600000,Education,762100,4900,0,
888,Matheus e Kauan,MeKcanal,Brazil,10600000,Music & Dance,5800,405,3,
889,NASA,NASAtelevision,United States,10600000,News & Politics,182500,6100,0,Science & Technology
890,The Noite com Danilo Gentili,sbtthenoite,Brazil,10600000,Movies,11100,537,25,Humor
891,Lucas Rangel,rangeldovine,Brazil,10600000,,288700,26900,528,
892,Craftingeek,craftingeek,Mexico,10600000,,111500,2400,202,
893,"Baby Big Mouth Kids - Sing, Dance, Explore","Baby Big Mouth Kids - Sing, Dance, Explore",,10600000,Animation,716,6,0,Toys
894,SmarterEveryDay,destinws2,United States,10600000,Science & Technology,1600000,0,6500,
895,Pinkfong en español - Canciones Infantiles,Pinkfong en español - Canciones Infantiles,,10600000,Animation,96700,213,0,Toys
896,As/Is,BuzzFeedYellow,United States,10600000,Daily vlogs,16700,527,18,
897,Stone Music Entertainment,CJENMMUSIC,United States,10600000,Music & Dance,4900,382,17,Movies
898,MTV,MTV,United States,10600000,Music & Dance,395900,9200,433,Movies
899,DuDuPopTOY,DuDuPopTOY,,10500000,Animation,7200,70,0,Humor
900,Cris Devil Gamer,Cris Devil Gamer,United States,10500000,Movies,779200,24000,615,Animation
901,Magnet World,soicon295,United States,10500000,,56600,401,11,
902,Guns N' Roses,Guns N' Roses,Brazil,10500000,Music & Dance,134300,9700,249,
903,fouseyTUBE,fouseyTUBE,United States,10500000,Humor,122800,2600,302,
904,Tanner Fox,MTflims,,10500000,Autos & Vehicles,140400,7000,521,Humor
905,Playing with Rafael,Playing with Rafael,Brazil,10500000,,59000,1400,0,
906,설기양SULGI,설기양SULGI,United States,10500000,ASMR,955600,22200,673,Food & Drinks
907,Rawan and Rayan,Rawan and Rayan,Algeria,10500000,,1000000,70800,4200,
908,Hindi Fairy Tales,Hindi Fairy Tales,India,10500000,,788200,10500,250,
909,TwinRoozi 쌍둥이 루지,TwinRoozi 쌍둥이 루지,Indonesia,10400000,Daily vlogs,104200,0,0,
910,How It Should Have Ended,HISHEdotcom,United States,10400000,Movies,117700,8500,121,Animation
911,"SaraBeautyCorner - DIY, Comedy, Makeup, Nail Art",SaraBeautyCorner,United States,10400000,DIY & Life Hacks,31600,2000,43,
912,Tomorrowland,TomorrowlandChannel,Brazil,10400000,Music & Dance,54700,1500,82,
913,Toymong tv 토이몽TV,Toymong tv 토이몽TV,,10400000,,27100,210,0,
914,Hindi Kahaniya,Hindi Kahaniya,India,10400000,,56100,836,21,
915,Stray Kids,Stray Kids,United States,10400000,Music & Dance,1100000,141500,3800,Movies
916,Sadhguru,sadhguru,India,10400000,Movies,134900,6300,231,
917,tomiii 11,tomiii 11,Mexico,10400000,Daily vlogs,74100,6700,600,
918,5-Minute Crafts LIKE,5-Minute Crafts LIKE,United States,10400000,,13300,140,4,
919,LA DIVAZA,LA DIVAZA,Mexico,10400000,Music & Dance,1000000,79700,6500,Humor
920,atv,atv,Turkey,10400000,Movies,11000,116,7,Animation
921,GNP Music,GemaNadaPertiwi,Indonesia,10400000,Music & Dance,57900,1300,0,Animation
922,Sanjoy Das Official,Sanjoy Das Official,India,10400000,,146600,24900,488,
923,Lorrayne Oliveira,Lorrayne Oliveira,Brazil,10400000,Animation,573400,28000,1100,Humor
924,Times Music,timesmusicindia,India,10400000,Music & Dance,665100,10000,620,
925,Mussoumano,mamilosmolengas,Brazil,10400000,Music & Dance,1400000,58500,3200,Animation
926,AsapSCIENCE,AsapSCIENCE,United States,10400000,Science & Technology,584600,29200,662,
927,BBC News عربي,BBCArabicNews,Morocco,10400000,News & Politics,34400,517,121,
928,Comedy Captain,Comedy Captain,India,10400000,,13300,122,4,
929,はじめしゃちょー（hajime）,0214mex,Japan,10400000,Music & Dance,1700000,43800,1800,Humor
930,Heroine Movies 2022,Heroine Movies 2022,India,10300000,Daily vlogs,248000,1500,20,
931,Laurinha e Helena - Clubinho da Laura,JessicaJulioeBaby,Brazil,10300000,Movies,157600,3200,0,Animation
932,Talent Recap,Talent Recap,United States,10300000,Music & Dance,74800,558,60,Movies
933,Red Chillies Entertainment,ChennaiExp2013,India,10300000,,71500,885,23,
934,Patty Mayo,Patty Mayo,United States,10300000,Movies,737500,27100,1200,Humor
935,Sing King,singkingkaraoke,United States,10300000,Music & Dance,13400,206,13,
936,PineappleStormTV,PineappleStormTV,Brazil,10200000,Music & Dance,954200,61000,2100,
937,[햄지]Hamzy,[햄지]Hamzy,United States,10200000,,1900000,40900,1000,
938,Receitas de Pai,Receitas de Pai,Brazil,10200000,Food & Drinks,92100,10400,312,
939,5-Minute Recipes,5-Minute Recipes,India,10200000,,38200,414,12,
940,Hindi Countdown,Hindi Countdown,India,10200000,Education,1300000,46100,1200,
941,Sab Kuchh Sekho Jano,Sab Kuchh Sekho Jano,India,10200000,News & Politics,15200,1000,36,
942,Dalas Review,DalasReview,Mexico,10200000,Science & Technology,568800,47600,8700,
943,T-STUDIO,T-STUDIO,Indonesia,10200000,,28400,851,1,
944,João Caetano,BrPVPHu3,Brazil,10200000,,486500,40100,464,
945,Viki Show,Viki Show,Russia,10200000,Video games,1100000,38700,1900,Toys
946,Wylsacom,Wylsacom,Russia,10200000,News & Politics,403700,17500,778,
947,DRJ Records Specials,DRJ Records Specials,India,10200000,,21500,123,4,
948,Miniminter,miniminter,United Kingdom,10200000,Video games,1200000,77100,1300,Humor
949,Dynamo Gaming,Dynamo Gaming,India,10200000,,210200,22900,148,
950,CS Bisht Vines,CS Bisht Vines,India,10200000,,2600000,25900,752,
951,Survival Builder,Survival Builder,United States,10200000,,147500,2200,120,
952,서은일상이야기,서은일상이야기,,10200000,,19700,148,0,
953,hasanjr11,hasanjr11,Indonesia,10200000,,656900,26500,2600,
954,Islam Populer,Islam Populer,Indonesia,10200000,Education,33100,998,129,
955,Теремок ТВ,TeremokTV,,10200000,Video games,100000,845,0,
956,Family Box,Family Box,Russia,10200000,Video games,522200,13400,208,
957,вДудь,вДудь,Russia,10200000,News & Politics,0,0,0,
958,The Daily Show with Trevor Noah,The Daily Show with Trevor Noah,United States,10200000,News & Politics,261500,9800,439,
959,Doctor Mike,Doctor Mike,United States,10100000,Health & Self Help,1600000,68700,3700,
960,Beast Philanthropy,Beast Philanthropy,United States,10100000,Food & Drinks,7900000,504700,23600,
961,Shemaroo Bhakti,bhaktisongs,India,10100000,Music & Dance,8600,173,17,
962,Oneindia Hindi | वनइंडिया हिंदी,Oneindia Hindi | वनइंडिया हिंदी,India,10100000,News & Politics,2600,27,2,
963,OneRepublic,OneRepublic,United States,10100000,Music & Dance,512200,29900,340,
964,truly,barcroftmedia,United States,10100000,News & Politics,21700,0,111,
965,Jugnu Kids - Nursery Rhymes and Best Baby Songs,Jugnu Kids - Nursery Rhymes and Best Baby Songs,,10000000,Animation,229900,1700,0,
966,ChuChuTV Español,ChuChuTV Español,,10000000,Toys,48000,248,0,
967,Теремок - Песенки для детей,TeremokSongs,Russia,10000000,Music & Dance,110600,576,0,
968,VitalyzdTv,VitalyzdTv,United States,10000000,Humor,112300,3700,574,
969,EugenBro,EugenBro,Russia,10000000,Video games,387900,19500,2000,
970,Nickelodeon,Nickelodeon,,10000000,Movies,46400,503,0,Animation
971,UTKARSH CLASSES JODHPUR,UTKARSH CLASSES JODHPUR,India,10000000,Education,150800,11000,430,
972,BERTH-OH,BERTH-OH,Mexico,10000000,Autos & Vehicles,770900,24200,442,
973,RUOK,RUOK,Brazil,10000000,,389900,43600,2300,
974,Vie Channel - HTV2,htv2channel,United States,10000000,Music & Dance,70200,682,42,
975,Orkun Işıtmak,ThePersica,Turkey,10000000,Animation,1700000,69300,2900,
976,123 GO! Hindi,123 GO! Hindi,India,10000000,,737700,5700,48,
977,Family Fun Pack,familyfunpack,United States,10000000,,125300,2200,130,
978,Netflix Latinoamérica,Netflix Latinoamérica,,10000000,,18300,551,38,
979,مصطفى GAME OVER,مصطفى GAME OVER,Iraq,10000000,,625800,73900,3200,
980,Little Angel Bahasa Indonesia - Lagu Anak,Little Angel Bahasa Indonesia - Lagu Anak,,10000000,Music & Dance,662900,4100,0,Toys
981,VYRLOriginals,VYRLOriginals,India,10000000,Music & Dance,152900,6100,253,
982,Mari Maria,makebymarimaria,Brazil,10000000,Fashion,78700,4500,170,DIY & Life Hacks
983,Eagle Home Entertainments,Eagle Home Entertainments,India,10000000,,1400,11,0,
984,SULE PRODUCTIONS,SULE PRODUCTIONS,Indonesia,9900000,,361700,10300,522,
985,Shruti Arjun Anand,shrutiarjunanand,India,9900000,Movies,616600,13200,625,Humor
986,Dharma Productions,Dharma Productions,India,9900000,,32500,1200,156,
987,SEVENGERS,SEVENGERS,India,9900000,,5800000,509100,905,
988,Programa Panico,panicopgm,Brazil,9900000,Toys,45000,1700,48,
989,QPark,joycetanner,United States,9900000,Music & Dance,197600,13800,219,Humor
990,The Voice Global,The Voice Global,United States,9900000,Music & Dance,302500,2900,78,
991,NH Studioz,nhstudioz,India,9900000,,20100,156,4,
992,Prince Royce,Prince Royce,United States,9900000,Music & Dance,6400,638,18,
993,MBCkpop,MBCkpop,Malaysia,9900000,Music & Dance,2900,284,14,
994,The Bee Family,ehbeefamily,United States,9900000,Daily vlogs,325100,15700,184,
995,Fox News,FoxNewsChannel,United States,9900000,News & Politics,148900,5500,1600,
996,Raditya Dika,Raditya Dika,Indonesia,9900000,Food & Drinks,430500,14800,741,
997,Ini Talk Show,IniTalkShow,Indonesia,9900000,Music & Dance,25200,290,17,Humor
998,SpriteDer SPD,SpriteDer SPD,Thailand,9900000,Humor,4400000,154400,3600,
999,Classic Mr Bean,Classic Mr Bean,India,9900000,,132600,1100,53,
1000,Heera Gold,Heera Gold,Pakistan,9900000,Daily vlogs,39400,1600,161,
951,Survival Builder,Survival Builder,United States,10200000,,147500,2200,120,
952,서은일상이야기,서은일상이야기,,10200000,,19700,148,0,
953,hasanjr11,hasanjr11,Indonesia,10200000,,656900,26500,2600,
954,Islam Populer,Islam Populer,Indonesia,10200000,Education,33100,998,129,
955,Теремок ТВ,TeremokTV,,10200000,Video games,100000,845,0,
956,Family Box,Family Box,Russia,10200000,Video games,522200,13400,208,
957,вДудь,вДудь,Russia,10200000,News & Politics,0,0,0,
958,The Daily Show with Trevor Noah,The Daily Show with Trevor Noah,United States,10200000,News & Politics,261500,9800,439,
959,Doctor Mike,Doctor Mike,United States,10100000,Health & Self Help,1600000,68700,3700,
960,Beast Philanthropy,Beast Philanthropy,United States,10100000,Food & Drinks,7900000,504700,23600,
962,Oneindia Hindi | वनइंडिया हिंदी,Oneindia Hindi | वनइंडिया हिंदी,India,10100000,News & Politics,2600,27,2,
963,OneRepublic,OneRepublic,United States,10100000,Music & Dance,512200,29900,340,
964,truly,barcroftmedia,United States,10100000,News & Politics,21700,0,111,
965,Jugnu Kids - Nursery Rhymes and Best Baby Songs,Jugnu Kids - Nursery Rhymes and Best Baby Songs,,10000000,Animation,229900,1700,0,
966,ChuChuTV Español,ChuChuTV Español,,10000000,Toys,48000,248,0,
967,Теремок - Песенки для детей,TeremokSongs,Russia,10000000,Music & Dance,110600,576,0,
968,VitalyzdTv,VitalyzdTv,United States,10000000,Humor,112300,3700,574,
969,EugenBro,EugenBro,Russia,10000000,Video games,387900,19500,2000,
970,Nickelodeon,Nickelodeon,,10000000,Movies,46400,503,0,Animation
971,UTKARSH CLASSES JODHPUR,UTKARSH CLASSES JODHPUR,India,10000000,Education,150800,11000,430,
972,BERTH-OH,BERTH-OH,Mexico,10000000,Autos & Vehicles,770900,24200,442,
973,RUOK,RUOK,Brazil,10000000,,389900,43600,2300,
974,Vie Channel - HTV2,htv2channel,United States,10000000,Music & Dance,70200,682,42,
976,123 GO! Hindi,123 GO! Hindi,India,10000000,,737700,5700,48,
977,Family Fun Pack,familyfunpack,United States,10000000,,125300,2200,130,
978,Netflix Latinoamérica,Netflix Latinoamérica,,10000000,,18300,551,38,
979,مصطفى GAME OVER,مصطفى GAME OVER,Iraq,10000000,,625800,73900,3200,
980,Little Angel Bahasa Indonesia - Lagu Anak,Little Angel Bahasa Indonesia - Lagu Anak,,10000000,Music & Dance,662900,4100,0,Toys
981,VYRLOriginals,VYRLOriginals,India,10000000,Music & Dance,152900,6100,253,
982,Mari Maria,makebymarimaria,Brazil,10000000,Fashion,78700,4500,170,DIY & Life Hacks
983,Eagle Home Entertainments,Eagle Home Entertainments,India,10000000,,1400,11,0,
984,SULE PRODUCTIONS,SULE PRODUCTIONS,Indonesia,9900000,,361700,10300,522,
985,Shruti Arjun Anand,shrutiarjunanand,India,9900000,Movies,616600,13200,625,Humor
986,Dharma Productions,Dharma Productions,India,9900000,,32500,1200,156,
987,SEVENGERS,SEVENGERS,India,9900000,,5800000,509100,905,
988,Programa Panico,panicopgm,Brazil,9900000,Toys,45000,1700,48,
989,QPark,joycetanner,United States,9900000,Music & Dance,197600,13800,219,Humor
990,The Voice Global,The Voice Global,United States,9900000,Music & Dance,302500,2900,78,
992,Prince Royce,Prince Royce,United States,9900000,Music & Dance,6400,638,18,
993,MBCkpop,MBCkpop,Malaysia,9900000,Music & Dance,2900,284,14,
994,The Bee Family,ehbeefamily,United States,9900000,Daily vlogs,325100,15700,184,
995,Fox News,FoxNewsChannel,United States,9900000,News & Politics,148900,5500,1600,
996,Raditya Dika,Raditya Dika,Indonesia,9900000,Food & Drinks,430500,14800,741,
997,Ini Talk Show,IniTalkShow,Indonesia,9900000,Music & Dance,25200,290,17,Humor
998,SpriteDer SPD,SpriteDer SPD,Thailand,9900000,Humor,4400000,154400,3600,
999,Classic Mr Bean,Classic Mr Bean,India,9900000,,132600,1100,53,
1000,Heera Gold,Heera Gold,Pakistan,9900000,Daily vlogs,39400,1600,161,
